symbol,name,reportDate,fiscalDateEnding,estimate,currency
TKO,TKO Group Holdings Inc - Class A,2023-11-02,2023-09-30,0.5656,USD
TKOI,TKOI,2023-11-13,2023-09-30,,USD
TKOMY,TKOMY,2023-11-22,2023-09-30,0.7364,JPY
TKR,Timken Company,2023-10-24,2023-09-30,1.6,USD
TKXHF,TKXHF,2023-09-25,2023-06-30,,USD
TKXHF,TKXHF,2023-10-09,2023-09-30,,USD
TLF,Tandy Leather Factory Inc,2023-11-13,2023-09-30,,USD
TLIS,Talis Biomedical Corp,2023-11-01,2023-09-30,-0.6196,USD
TLK,Telkom Indonesia (Persero) Tbk PT,2023-11-07,2023-09-30,0.4418,USD
TLKGY,TLKGY,2023-11-14,2023-09-30,0,ZAR
TLLTF,TLLTF,2023-11-13,2023-09-30,-0.015,USD
TLLYF,TLLYF,2023-11-13,2023-09-30,,USD
TLOG,TLOG,2023-11-03,2023-09-30,0,USD
TLPFY,TLPFY,2023-11-02,2023-09-30,0,EUR
TLRY,Tilray Brands Inc,2023-10-04,2023-09-30,-0.05,USD
TLS,Telos Corp,2023-11-07,2023-09-30,-0.1393,USD
TLSNY,TLSNY,2023-10-19,2023-09-30,0.0844,SEK
TLSS,TLSS,2023-11-10,2023-09-30,0,USD
TLTFF,TLTFF,2023-11-27,2023-09-30,,CAD
TLYS,Tillys Inc - Class A,2023-11-29,2023-08-31,-0.07,USD
TM,Toyota Motor Corporation,2023-11-09,2023-09-30,4.1,JPY
TMASD,TMASD,2023-11-20,2023-09-30,,CAD
TMASF,TMASF,2023-11-20,2023-09-30,,CAD
TMBR,Timber Pharmaceuticals Inc,2023-11-13,2023-09-30,-1.26,USD
TMC,TMC the metals company Inc,2023-11-09,2023-09-30,-0.15,USD
TMCI,Treace Medical Concepts Inc,2023-11-07,2023-09-30,-0.26,USD
TMDI,TMDI,2023-11-08,2023-09-30,,USD
TMDIF,TMDIF,2023-11-08,2023-09-30,-0.13,USD
TMDX,Transmedics Group Inc,2023-11-01,2023-09-30,-0.16,USD
TME,Tencent Music Entertainment Group,2023-11-13,2023-09-30,0.12,USD
TMGEF,TMGEF,2023-09-26,2023-08-31,,USD
TMHC,Taylor Morrison Home Corp,2023-10-24,2023-09-30,1.55,USD
TMICY,TMICY,2023-11-09,2023-09-30,0.3519,JPY
TMKR,TMKR,2023-11-06,2023-09-30,,USD
TMNA,TMNA,2023-11-10,2023-09-30,,USD
TMO,Thermo Fisher Scientific Inc,2023-10-24,2023-09-30,5.67,USD
TMOAY,TMOAY,2023-10-13,2023-09-30,-0.0665,EUR
TMP,Tompkins Financial Corp,2023-10-26,2023-09-30,1.09,USD
TMQ,Trilogy Metals Inc,2023-10-03,2023-08-31,-0.02,USD
TMRAY,TMRAY,2023-10-20,2023-09-30,0.1332,NOK
TMRC,TMRC,2023-11-01,2023-08-31,0,USD
TMST,TimkenSteel Corp,2023-11-01,2023-09-30,0.54,USD
TMTNF,TMTNF,2023-10-30,2023-09-30,1.17,CAD
TMUS,T-Mobile US Inc,2023-10-25,2023-09-30,1.93,USD
TMXXF,TMXXF,2023-10-24,2023-09-30,,CAD
TNC,Tennant Company,2023-10-25,2023-09-30,1.15,USD
TNDM,Tandem Diabetes Care Inc,2023-10-31,2023-09-30,-0.34,USD
TNET,TriNet Group Inc,2023-10-23,2023-09-30,1.4,USD
TNEYF,TNEYF,2023-10-25,2023-09-30,,CAD
TNGNQ,TNGNQ,2023-11-14,2023-09-30,0,USD
TNGX,Tango Therapeutics Inc,2023-11-08,2023-09-30,-0.34,USD
TNK,Teekay Tankers Ltd - Class A,2023-11-01,2023-09-30,2.3,USD
TNL,Travel+Leisure Company,2023-10-25,2023-09-30,1.5,USD
TNLX,TNLX,2023-11-08,2023-09-30,,USD
TNON,Tenon Medical Inc,2023-11-09,2023-09-30,-0.37,USD
TNP,Tsakos Energy Navigation Ltd,2023-11-20,2023-09-30,1.34,USD
TNSTF,TNSTF,2023-11-27,2023-09-30,,CAD
TNXP,Tonix Pharmaceuticals Holding Corp,2023-11-06,2023-09-30,-1.4,USD
TNYA,Tenaya Therapeutics Inc,2023-11-09,2023-09-30,-0.5133,USD
TNYBF,TNYBF,2023-11-27,2023-09-30,,CAD
TOBAF,TOBAF,2023-12-13,2023-10-31,,CAD
TOELY,TOELY,2023-11-02,2023-09-30,0.4948,JPY
TOFB,TOFB,2023-11-13,2023-09-30,,USD
TOGOF,TOGOF,2023-12-15,2023-11-30,,CAD
TOI,Oncology Institute Inc (The),2023-11-07,2023-09-30,-0.13,USD
TOL,Toll Brothers Inc,2023-12-04,2023-10-31,3.71,USD
TOLWF,TOLWF,2023-11-07,2023-09-30,,CAD
TOMZ,TOMI Environmental Solutions Inc,2023-11-08,2023-09-30,-0.02,USD
TONPF,TONPF,2023-11-07,2023-09-30,,JPY
TOON,Kartoon Studios Inc,2023-11-13,2023-09-30,,USD
TOPPY,TOPPY,2023-11-08,2023-09-30,0,JPY
TORM,TORM,2023-10-27,2023-09-30,0,USD
TORXF,TORXF,2023-11-07,2023-09-30,0.4065,USD
TOST,Toast Inc - Class A,2023-11-10,2023-09-30,-0.1,USD
TOTDY,TOTDY,2023-11-02,2023-09-30,0.2528,JPY
TOTZF,TOTZF,2023-11-07,2023-09-30,,CAD
TOUR,Tuniu Corp,2023-11-29,2023-09-30,,CNY
TOVX,Theriva Biologics Inc,2023-11-08,2023-09-30,-0.37,USD
TOWN,Townebank Portsmouth VA,2023-10-25,2023-09-30,0.5,USD
TOWTF,TOWTF,2023-10-02,2023-09-30,,USD
TPB,Turning Point Brands Inc,2023-10-24,2023-09-30,0.6,USD
TPC,Tutor Perini Corp,2023-10-31,2023-09-30,0.09,USD
TPCFF,TPCFF,2023-11-15,2023-08-31,,USD
TPCS,Techprecision Corp,2023-11-17,2023-09-30,,USD
TPG,TPG Inc - Class A,2023-11-09,2023-09-30,0.33,USD
TPH,Tri Pointe Homes Inc,2023-10-25,2023-09-30,0.58,USD
TPHS,Trinity Place Holdings Inc,2023-11-13,2023-09-30,0,USD
TPIC,TPI Composites Inc,2023-11-01,2023-09-30,-0.58,USD
TPL,Texas Pacific Land Corporation,2023-10-31,2023-09-30,13.54,USD
TPR,Tapestry Inc,2023-11-09,2023-09-30,0.9,USD
TPRFF,TPRFF,2023-11-13,2023-09-30,,USD
TPST,Tempest Therapeutics Inc,2023-11-06,2023-09-30,-0.57,USD
TPVG,TriplePoint Venture Growth BDC Corp,2023-10-31,2023-09-30,0.51,USD
TPX,Tempur Sealy International Inc,2023-11-01,2023-09-30,0.82,USD
TPZEF,TPZEF,2023-10-30,2023-09-30,,CAD
TR,Tootsie Roll Industries Inc,2023-10-25,2023-09-30,,USD
TRAGF,TRAGF,2023-11-07,2023-09-30,,CAD
TRC,Tejon Ranch Company,2023-11-06,2023-09-30,-0.03,USD
TRCK,TRCK,2023-12-14,2023-09-30,,USD
TRCY,TRCY,2023-10-30,2023-09-30,,USD
TRDA,Entrada Therapeutics Inc,2023-11-07,2023-09-30,-0.74,USD
TREE,LendingTree Inc,2023-11-01,2023-09-30,0.35,USD
TREP,TREP,2023-11-20,2023-09-30,,USD
TREVQ,TREVQ,2023-11-10,2023-09-30,-0.07,USD
TREX,TREX Co. Inc,2023-10-30,2023-09-30,0.49,USD
TRGM,TRGM,2023-11-10,2023-09-30,0,USD
TRGP,Targa Resources Corp,2023-11-01,2023-09-30,1.3,USD
TRHC,Tabula Rasa HealthCare Inc,2023-11-01,2023-09-30,-0.02,USD
TRI,Thomson-Reuters Corp,2023-10-30,2023-09-30,0.71,USD
TRIB,Trinity Biotech Plc,2023-11-09,2023-09-30,-0.06,USD
TRIN,Trinity Capital Inc,2023-11-02,2023-09-30,0.55,USD
TRIP,TripAdvisor Inc,2023-11-06,2023-09-30,0.46,USD
TRITF,TRITF,2023-11-22,2023-09-30,0,USD
TRLED,TRLED,2023-11-28,2023-09-30,0.01,USD
TRLEF,TRLEF,2023-11-28,2023-09-30,0.01,USD
TRMB,Trimble Inc,2023-10-31,2023-09-30,0.61,USD
TRMD,Torm Plc - Class A,2023-11-09,2023-09-30,1.23,USD
TRMK,Trustmark Corp,2023-10-23,2023-09-30,0.66,USD
TRMNF,TRMNF,2023-11-22,2023-09-30,,CAD
TRMR,Tremor International Ltd,2023-11-09,2023-09-30,0.1117,USD
TRN,Trinity Industries Inc,2023-10-23,2023-09-30,0.41,USD
TRNFQ,TRNFQ,2023-11-29,2023-09-30,0,USD
TRNO,Terreno Realty Corp,2023-10-31,2023-09-30,0.33,USD
TRNR,Interactive Strength Inc,2023-11-29,2023-09-30,0,USD
TRNS,Transcat Inc,2023-10-30,2023-09-30,0.39,USD
TROW,T. Rowe Price Group Inc,2023-10-25,2023-09-30,1.83,USD
TROX,Tronox Holdings plc - Class A,2023-10-24,2023-09-30,0.08,USD
TRP,TC Energy Corporation,2023-11-07,2023-09-30,0.74,USD
TRRSF,TRRSF,2023-11-01,2023-09-30,,CAD
TRRVF,TRRVF,2023-12-12,2023-09-30,,CAD
TRS,Trimas Corporation,2023-10-25,2023-09-30,0.55,USD
TRSSF,TRSSF,2023-11-13,2023-09-30,-0.0317,USD
TRST,Trustco Bank Corp,2023-10-23,2023-09-30,0.76,USD
TRSWF,TRSWF,2023-11-02,2023-09-30,,CAD
TRT,Trio-Tech International,2023-11-08,2023-09-30,,USD
TRTN,Triton International Ltd,2023-10-30,2023-09-30,2.32,USD
TRTX,TPG RE Finance Trust Inc,2023-10-30,2023-09-30,-0.18,USD
TRU,TransUnion,2023-10-23,2023-09-30,0.95,USD
TRUE,Truecar Inc,2023-11-06,2023-09-30,-0.06,USD
TRUFF,TRUFF,2023-11-29,2023-09-30,,CAD
TRUMY,TRUMY,2023-11-09,2023-09-30,0.2261,JPY
TRUP,Trupanion Inc,2023-11-01,2023-09-30,-0.31,USD
TRV,Travelers Companies Inc,2023-10-18,2023-09-30,3.02,USD
TRVG,Trivago NV,2023-10-30,2023-09-30,0.03,EUR
TRVI,Trevi Therapeutics Inc,2023-11-08,2023-09-30,-0.09,USD
TRVN,Trevena Inc,2023-11-07,2023-09-30,-0.15,USD
TRX,TRX Gold Corp,2023-11-28,2023-08-31,0.01,USD
TRYIY,TRYIY,2023-11-10,2023-09-30,0.2154,JPY
TRZBF,TRZBF,2023-12-13,2023-10-31,,CAD
TS,Tenaris S.A.,2023-11-01,2023-09-30,1.38,USD
TSBA,TSBA,2023-10-27,2023-09-30,0,USD
TSBK,Timberland Bancorp Inc,2023-10-30,2023-09-30,,USD
TSBX,Turnstone Biologics Corp,2023-11-29,2023-09-30,-0.74,USD
TSCC,TSCC,2023-11-16,2023-09-30,0,USD
TSCDY,TSCDY,2023-10-04,2023-08-31,0,GBP
TSCO,Tractor Supply Company,2023-10-18,2023-09-30,2.33,USD
TSE,Trinseo PLC,2023-11-02,2023-09-30,-0.954,USD
TSEM,Tower Semiconductor Ltd,2023-11-13,2023-09-30,0.49,USD
TSGTY,TSGTY,2023-10-26,2023-09-30,0.9219,CNY
TSGZF,TSGZF,2023-11-25,2023-09-30,,USD
TSHA,Taysha Gene Therapies Inc,2023-11-06,2023-09-30,-0.17,USD
TSKFD,TSKFD,2023-11-09,2023-09-30,,CAD
TSKFF,TSKFF,2023-11-09,2023-09-30,,CAD
TSLA,Tesla Inc,2023-10-17,2023-09-30,0.8,USD
TSLX,Sixth Street Specialty Lending Inc,2023-10-30,2023-09-30,0.57,USD
TSM,Taiwan Semiconductor Manufacturing,2023-10-19,2023-09-30,1.16,TWD
TSN,Tyson Foods Inc - Class A,2023-11-13,2023-09-30,0.28,USD
TSNDF,TSNDF,2023-11-13,2023-09-30,-0.02,USD
TSOI,TSOI,2023-11-17,2023-09-30,,USD
TSP,TuSimple Holdings Inc - Class A,2023-10-30,2023-09-30,-0.63,USD
TSPG,TSPG,2023-12-07,2023-10-31,,USD
TSQ,Townsquare Media Inc - Class A,2023-11-07,2023-09-30,0.32,USD
TSRI,TSR Inc,2023-10-09,2023-08-31,,USD
TSSI,TSSI,2023-11-13,2023-09-30,,USD
TSUKF,TSUKF,2023-10-29,2023-09-30,,JPY
TSVT,2seventy bio Inc,2023-11-29,2023-09-30,-0.9504,USD
TT,Trane Technologies plc - Class A,2023-11-01,2023-09-30,2.65,USD
TTC,Toro Company,2023-12-19,2023-10-31,0.56,USD
TTCF,TTCF,2023-11-13,2023-09-30,-0.2244,USD
TTCFQ,TTCFQ,2023-09-25,2023-06-30,-0.18,USD
TTCFQ,TTCFQ,2023-11-13,2023-09-30,-0.2244,USD
TTCM,TTCM,2023-11-13,2023-09-30,,USD
TTD,Trade Desk Inc - Class A,2023-11-07,2023-09-30,0.29,USD
TTDKY,TTDKY,2023-10-30,2023-09-30,0.7735,JPY
TTE,TotalEnergies SE,2023-10-26,2023-09-30,2.32,USD
TTEC,TTEC Holdings Inc,2023-11-07,2023-09-30,0.44,USD
TTEK,Tetra Tech Inc,2023-11-07,2023-09-30,1.44,USD
TTFNF,TTFNF,2023-10-26,2023-09-30,2.32,USD
TTGT,Techtarget Inc,2023-11-07,2023-09-30,0.37,USD
TTI,Tetra Technologies Inc,2023-10-30,2023-09-30,0.08,USD
TTMI,TTM Technologies Inc,2023-10-31,2023-09-30,0.27,USD
TTMZF,TTMZF,2023-11-10,2023-09-30,,CAD
TTNDY,TTNDY,2023-11-14,2023-09-30,0,USD
TTNMF,TTNMF,2023-11-06,2023-09-30,,CAD
TTNP,Titan Pharmaceuticals Inc (de),2023-11-13,2023-09-30,0,USD
TTOO,T2 Biosystems Inc,2023-11-08,2023-09-30,-0.04,USD
TTSH,Tile Shop Hldgs Inc,2023-11-01,2023-09-30,0.05,USD
TTWO,Take-Two Interactive Software Inc,2023-11-06,2023-09-30,1.03,USD
TU,Telus Corp,2023-11-02,2023-09-30,0.19,USD
TUEM,TUEM,2023-11-20,2023-09-30,,USD
TUEMQ,TUEMQ,2023-11-20,2023-09-30,,USD
TUERF,TUERF,2023-10-31,2023-09-30,,CAD
TUP,Tupperware Brands Corporation,2023-09-25,2023-06-30,-0.03,USD
TUP,Tupperware Brands Corporation,2023-10-31,2023-09-30,0.1444,USD
TURN,180 Degree Capital Corp,2023-11-06,2023-09-30,,USD
TUSK,Mammoth Energy Services Inc,2023-10-25,2023-09-30,0.1,USD
TUYA,Tuya Inc,2023-11-07,2023-09-30,-0.01,USD
TV,Grupo Televisa SAB,2023-10-26,2023-09-30,0.0128,MXN
TVAGF,TVAGF,2023-10-25,2023-09-30,,CAD
TVCCF,TVCCF,2023-11-23,2023-09-30,,USD
TVTX,Travere Therapeutics Inc,2023-10-25,2023-09-30,-0.16,USD
TW,Tradeweb Markets Inc Cls A,2023-10-26,2023-09-30,0.55,USD
TWI,Titan International Inc,2023-11-06,2023-09-30,0.26,USD
TWIN,Twin Disc Incorporated,2023-10-26,2023-09-30,0.1,USD
TWIRF,TWIRF,2023-11-08,2023-09-30,,CAD
TWKS,Thoughtworks Holding Inc,2023-11-13,2023-09-30,0.04,USD
TWLO,Twilio Inc Class A,2023-11-01,2023-09-30,0.35,USD
TWMIF,TWMIF,2023-11-08,2023-09-30,,CAD
TWNK,Hostess Brands Inc - Class A,2023-10-31,2023-09-30,0.26,USD
TWO,Two Harbors Investment Corp,2023-11-06,2023-09-30,0.49,USD
TWODY,TWODY,2023-11-09,2023-09-30,0,GBP
TWOU,2U Inc,2023-11-06,2023-09-30,-0.12,USD
TWST,Twist Bioscience Corp,2023-11-16,2023-09-30,-0.92,USD
TX,Ternium S.A.,2023-11-01,2023-09-30,1.53,USD
TXCCQ,TXCCQ,2023-11-10,2023-09-30,0,USD
TXG,10x Genomics Inc - Class A,2023-10-31,2023-09-30,-0.43,USD
TXMD,TherapeuticsMD Inc,2023-11-13,2023-09-30,-0.05,USD
TXN,Texas Instruments Inc,2023-10-23,2023-09-30,1.81,USD
TXO,TXO Partners L.P.,2023-11-29,2023-09-30,0.26,USD
TXRH,Texas Roadhouse Inc,2023-10-25,2023-09-30,1.06,USD
TXT,Textron Inc,2023-10-25,2023-09-30,1.3,USD
TYCB,TYCB,2023-11-13,2023-09-30,,USD
TYG,Tortoise Energy Infrastructure Corp,2023-10-25,2023-08-31,0,USD
TYIDY,TYIDY,2023-11-02,2023-09-30,0.9039,JPY
TYL,Tyler Technologies Inc,2023-10-24,2023-09-30,1.99,USD
TYOBY,TYOBY,2023-11-09,2023-09-30,0,JPY
TYOYY,TYOYY,2023-11-08,2023-09-30,0.4559,JPY
TYRA,Tyra Biosciences Inc,2023-11-01,2023-09-30,-0.35,USD
TZOO,Travelzoo,2023-10-24,2023-09-30,0.08,USD
U,Unity Software Inc,2023-11-07,2023-09-30,0.17,USD
UAA,Under Armour Inc - Class A,2023-11-01,2023-09-30,0.21,USD
UAHC,UAHC,2023-11-14,2023-09-30,0,USD
UAL,United Airlines Holdings Inc,2023-10-16,2023-09-30,3.58,USD
UAMY,United States Antimony Corp,2023-11-15,2023-09-30,0,USD
UAN,CVR Partners LP,2023-10-30,2023-09-30,,USD
UAVS,AgEagle Aerial Systems Inc,2023-11-13,2023-09-30,,USD
UBA,Urstadt Biddle Properties Inc - Class A,2023-12-13,2023-10-31,0.216,USD
UBAB,UBAB,2023-10-26,2023-09-30,1.72,USD
UBCP,United Bancorp Inc (Martins Ferry OH),2023-10-30,2023-09-30,,USD
UBER,Uber Technologies Inc,2023-10-30,2023-09-30,0.11,USD
UBFO,United Security Bancshares (CA),2023-10-17,2023-09-30,,USD
UBOH,UBOH,2023-10-23,2023-09-30,,USD
UBP,Urstadt Biddle Properties Inc,2023-12-15,2023-10-31,0.216,USD
UBS,UBS Group AG,2023-11-07,2023-09-30,0.345,USD
UBSI,United Bankshares Inc,2023-10-25,2023-09-30,0.65,USD
UBX,Unity Biotechnology Inc,2023-11-06,2023-09-30,-0.92,USD
UCBI,United Community Banks Inc,2023-10-16,2023-09-30,0.5,USD
UCBJY,UCBJY,2023-10-31,2023-09-30,0,EUR
UCL,Ucloudlink Group Inc,2023-11-14,2023-09-30,0.03,USD
UCLE,UCLE,2023-11-23,2023-09-30,,USD
UCTT,Ultra Clean Hldgs Inc,2023-10-23,2023-09-30,0.16,USD
UDMY,Udemy Inc,2023-10-31,2023-09-30,-0.02,USD
UDR,UDR Inc,2023-10-24,2023-09-30,0.12,USD
UE,Urban Edge Properties,2023-10-31,2023-09-30,0.07,USD
UEC,Uranium Energy Corp,2023-09-28,2023-07-31,-0.02,USD
UEC,Uranium Energy Corp,2023-12-18,2023-10-31,-0.0107,USD
UEEC,UEEC,2023-11-14,2023-09-30,,USD
UEIC,Universal Electronics Inc,2023-11-01,2023-09-30,0.06,USD
UFAB,Unique Fabricating Inc,2023-11-06,2023-09-30,0.14,USD
UFCS,United Fire Group Inc,2023-10-31,2023-09-30,-0.03,USD
UFGSY,UFGSY,2023-11-09,2023-09-30,0,EUR
UFI,UNIFI Inc,2023-11-01,2023-09-30,-0.47,USD
UFPI,UFP Industries Inc,2023-10-18,2023-09-30,2.13,USD
UFPT,UFP Technologies Inc,2023-10-31,2023-09-30,1.49,USD
UG,United-Guardian Inc,2023-11-07,2023-09-30,,USD
UGDIF,UGDIF,2023-11-27,2023-09-30,,CAD
UGHB,UGHB,2023-11-13,2023-09-30,,USD
UGI,UGI Corp,2023-11-15,2023-09-30,-0.06,USD
UGP,Ultrapar Participacoes S.A.,2023-11-08,2023-09-30,0.0578,BRL
UGRO,Urban-gro Inc,2023-11-08,2023-09-30,-0.26,USD
UHAL,U-Haul Holding Company,2023-11-07,2023-09-30,1.76,USD
UHS,Universal Health Services Inc - Class B,2023-10-24,2023-09-30,2.41,USD
UHT,Universal Health Realty Income Trust,2023-10-23,2023-09-30,,USD
UI,Ubiquiti Inc,2023-11-02,2023-09-30,1.9,USD
UIS,Unisys Corp,2023-11-06,2023-09-30,-0.57,USD
UL,Unilever plc,2023-10-26,2023-09-30,0,EUR
ULBI,Ultralife Corp,2023-10-25,2023-09-30,0.1,USD
ULCC,Frontier Group Holdings Inc,2023-10-24,2023-09-30,-0.04,USD
ULGX,ULGX,2023-11-01,2023-09-30,0,USD
ULH,Universal Logistics Holdings Inc,2023-10-25,2023-09-30,1,USD
ULTA,Ulta Beauty Inc,2023-11-30,2023-10-31,5.01,USD
ULTRF,ULTRF,2023-11-09,2023-09-30,0,USD
UMBF,UMB Financial Corp,2023-10-23,2023-09-30,1.76,USD
UMC,United Micro Electronics,2023-10-25,2023-09-30,0.1602,TWD
UMH,UMH Properties Inc,2023-11-08,2023-09-30,-0.01,USD
UMICY,UMICY,2023-10-25,2023-09-30,0,EUR
UMPQ,UMPQ,2023-10-17,2023-09-30,,USD
UNAM,UNAM,2023-11-13,2023-09-30,0,USD
UNB,Union Bankshares Inc,2023-10-17,2023-09-30,,USD
UNCY,Unicycive Therapeutics Inc,2023-11-09,2023-09-30,-0.17,USD
UNF,Unifirst Corp,2023-10-17,2023-08-31,1.63,USD
UNFI,United Natural Foods Inc,2023-09-26,2023-08-31,-0.28,USD
UNFI,United Natural Foods Inc,2023-12-05,2023-11-30,0.3765,USD
UNFYF,UNFYF,2023-11-28,2023-09-30,,USD
UNH,Unitedhealth Group Inc,2023-10-13,2023-09-30,6.31,USD
UNIEF,UNIEF,2023-11-02,2023-09-30,,USD
UNIT,Uniti Group Inc,2023-11-01,2023-09-30,0.11,USD
UNM,Unum Group,2023-10-31,2023-09-30,1.92,USD
UNP,Union Pacific Corp,2023-10-19,2023-09-30,2.6,USD
UNRV,UNRV,2023-11-13,2023-09-30,,USD
UNTC,UNTC,2023-11-09,2023-09-30,,USD
UNTN,UNTN,2023-10-17,2023-09-30,,USD
UNTY,Unity Bancorp Inc,2023-10-12,2023-09-30,0.89,USD
UNVR,UNVR,2023-10-30,2023-09-30,0.83,USD
UNXLQ,UNXLQ,2023-11-10,2023-09-30,0,USD
UOLGY,UOLGY,2023-11-15,2023-09-30,0.2303,SGD
UONE,Urban One Inc - Class A,2023-11-02,2023-09-30,0,USD
UONEK,Urban One Inc - Class D,2023-11-01,2023-09-30,,USD
UOVEY,UOVEY,2023-10-26,2023-09-30,1.23,SGD
UP,Wheels Up Experience Inc - Class A,2023-11-06,2023-09-30,-2.3,USD
UPBD,Upbound Group Inc,2023-10-31,2023-09-30,0.75,USD
UPDC,UPDC,2023-11-22,2023-09-30,,USD
UPLD,Upland Software Inc,2023-11-01,2023-09-30,0.21,USD
UPS,United Parcel Service Inc - Class B,2023-10-26,2023-09-30,1.76,USD
UPST,Upstart Holdings Inc,2023-11-06,2023-09-30,-0.02,USD
UPWK,Upwork Inc,2023-10-24,2023-09-30,0.1,USD
UPXI,Upexi Inc,2023-09-28,2023-06-30,-0.1,USD
UPXI,Upexi Inc,2023-11-14,2023-09-30,0,USD
URBN,Urban Outfitters Inc,2023-11-20,2023-10-31,0.81,USD
URG,Ur-Energy Inc,2023-10-30,2023-09-30,-0.01,USD
URGN,UroGen Pharma Ltd,2023-11-08,2023-09-30,-0.85,USD
URI,United Rentals Inc,2023-10-24,2023-09-30,11.18,USD
URLOF,URLOF,2023-11-20,2023-09-30,,CAD
URNAF,URNAF,2023-11-08,2023-09-30,,CAD
UROY,Uranium Royalty Corp,2023-12-12,2023-10-31,,CAD
USAC,USA Compression Partners LP,2023-10-30,2023-09-30,0.09,USD
USAP,Universal Stainless & Alloy Products Inc,2023-10-17,2023-09-30,0.19,USD
USAS,Americas Gold and Silver Corp,2023-11-09,2023-09-30,-0.01,USD
USAU,U.S. Gold Corp,2023-12-13,2023-10-31,-0.3,USD
USB,U.S. Bancorp.,2023-10-18,2023-09-30,1.05,USD
USCB,USCB Financial Holdings Inc - Class A,2023-10-27,2023-09-30,0.26,USD
USDP,USD Partners LP,2023-10-30,2023-09-30,-0.05,USD
USEG,U.S. Energy Corp,2023-11-08,2023-09-30,-0.05,USD
USFD,US Foods Holding Corp,2023-11-08,2023-09-30,0.69,USD
USGDF,USGDF,2023-11-27,2023-09-30,,USD
USIO,Usio Inc,2023-11-07,2023-09-30,0.02,USD
USLM,United States Lime & Minerals Inc,2023-10-24,2023-09-30,,USD
USM,United States Cellular Corporation,2023-11-01,2023-09-30,0.05,USD
USNA,Usana Health Sciences Inc,2023-10-23,2023-09-30,0.68,USD
USNZY,USNZY,2023-10-27,2023-09-30,0.0091,BRL
USPH,U.S. Physical Therapy Inc,2023-10-31,2023-09-30,0.62,USD
USRM,USRM,2023-11-08,2023-09-30,0,USD
USSHF,USSHF,2023-09-26,2023-08-31,,CAD
USX,USX,2023-11-01,2023-09-30,-0.1254,USD
UTGN,UTGN,2023-11-08,2023-09-30,,USD
UTHR,United Therapeutics Corp,2023-10-31,2023-09-30,5.05,USD
UTI,Universal Technical Institute Inc,2023-12-11,2023-09-30,0.01,USD
UTL,Unitil Corp,2023-10-30,2023-09-30,0.06,USD
UTMD,Utah Medical Products Inc,2023-10-23,2023-09-30,,USD
UTRS,Minerva Surgical Inc,2023-11-13,2023-09-30,-0.05,USD
UTSI,UTStarcom Holdings Corp,2023-11-10,2023-09-30,0,USD
UTZ,Utz Brands Inc - Class A,2023-11-08,2023-09-30,0.16,USD
UUGRY,UUGRY,2023-11-16,2023-09-30,0,GBP
UUU,Universal Security Instruments Inc,2023-11-20,2023-09-30,,USD
UUUU,Energy Fuels Inc,2023-11-02,2023-09-30,-0.05,USD
UVE,Universal Insurance Holdings Inc,2023-10-25,2023-09-30,-0.19,USD
UVSP,Univest Financial Corp,2023-10-24,2023-09-30,0.54,USD
UVV,Universal Corp,2023-11-01,2023-09-30,,USD
UWHR,UWHR,2023-10-18,2023-09-30,,USD
UWMC,UWM Holdings Corporation Class A,2023-11-02,2023-09-30,0.05,USD
V,Visa Inc - Class A,2023-10-23,2023-09-30,2.25,USD
VABK,Virginia National Bankshares Corp,2023-10-25,2023-09-30,,USD
VAC,Marriott Vacations Worldwide Corp,2023-10-30,2023-09-30,2.43,USD
VACC,Vaccitech plc,2023-11-09,2023-09-30,-0.5705,USD
VAL,Valaris Ltd,2023-11-01,2023-09-30,0.32,USD
VALE,Vale S.A.,2023-10-26,2023-09-30,0.627,USD
VALN,Valneva SE,2023-11-09,2023-09-30,0.057,EUR
VALU,Value Line Inc,2023-12-11,2023-10-31,,USD
VALV,VALV,2023-09-26,2023-06-30,0,USD
VALV,VALV,2023-11-09,2023-09-30,0,USD
VANI,Vivani Medical Inc,2023-11-13,2023-09-30,-0.12,USD
VAPO,Vapotherm Inc,2023-10-31,2023-09-30,-2.07,USD
VASO,VASO,2023-11-13,2023-09-30,,USD
VATE,Innovate Corp,2023-10-31,2023-09-30,,USD
VAXX,Vaxxinity Inc - Class A,2023-11-08,2023-09-30,-0.13,USD
VBFC,Village Bank & Trust Financial Corporation,2023-11-08,2023-09-30,,USD
VBIV,VBI Vaccines Inc,2023-11-08,2023-09-30,-0.14,USD
VBLT,Vascular Biogenics Ltd,2023-11-13,2023-09-30,-0.15,USD
VBNK,VILLAGE BANCORP INC,2023-12-05,2023-10-31,0.29,CAD
VBTX,Veritex Holdings Inc,2023-10-23,2023-09-30,0.63,USD
VC,Visteon Corp,2023-10-25,2023-09-30,1.99,USD
VCEL,Vericel Corp,2023-11-07,2023-09-30,-0.13,USD
VCISY,VCISY,2023-10-12,2023-09-30,0,EUR
VCNX,Vaccinex Inc,2023-11-13,2023-09-30,-0.2608,USD
VCON,VCON,2023-11-30,2023-09-30,0,USD
VCOR,VCOR,2023-09-25,2023-08-31,,USD
VCOR,VCOR,2023-12-16,2023-11-30,,USD
VCSA,Vacasa Inc - Class A,2023-11-07,2023-09-30,0.05,USD
VCST,VCST,2023-11-13,2023-09-30,0,USD
VCTL,VCTL,2023-11-21,2023-09-30,0,USD
